ReefID,LABEL_ID,GBRMPAFeatureName,LAT,LON,GBRMP,Within250kmOfPort,Shallow,ShallowestDepth
1806,19-022,Wilson Shoal,-19.359,147.9428,1,1,0,-11.88000011
1807,19-098,Wansfell Reef,-19.5001,149.1193,1,1,1,-1.085999966
1808,19-099,Joist Reef,-19.4602,149.6323,1,1,1,-1.042999983
1809,19-101,U/N Reef,-19.727,147.7591,1,1,1,0.238000005
1810,19-102,Camp Reef,-19.8536,147.8958,1,1,1,-0.046
1811,19-103a,Holbourne Island Reef (No 1),-19.725,148.3573,1,1,1,-0.025
1812,19-200,U/N Reef,-19.9168,149.8289,1,1,0,-11.22399998
1813,19-201,U/N Reef,-19.9407,149.7794,1,1,0,-10.9090004
1814,19-202,U/N Reef,-19.9276,149.7917,1,1,1,-9.970999718
1815,19-203,U/N Reef,-19.9435,149.7452,1,1,1,-9.142000198
1816,19-204,Round Reef,-19.9652,149.6239,1,1,1,-1.101999998
1817,18-058,Eclipse (Garoogubbee) Reef,-18.7688,146.5501,1,1,1,-0.005
1818,18-059,Esk (Soopun) Reef,-18.7742,146.5207,1,1,1,0.160999998
1819,18-061,Barber (Boodthean) Reef,-18.7771,146.666,1,1,1,-0.136999995
1820,18-062,Brisk-Falcon Reef,-18.7773,146.5354,1,1,1,0.268000007
1821,18-064,Fly Island Reef,-18.8294,146.5254,1,1,1,0.157000005
1822,19-023,Pakhoi Bank,-19.4468,147.8829,1,1,0,-20.95899963
1823,19-024,Prawn Reef,-19.0206,148.0967,1,1,1,-1.138000011
1824,19-025,Castor Reef,-19.0153,148.3407,1,1,1,-1.355999947
1825,19-026,U/N Reef,-19.036,148.4293,1,1,1,-2.052999973
1826,19-027,Pollux Reef,-19.0473,148.3041,1,1,1,-1.378999949
1827,19-028,Shell Reef,-19.0593,148.1816,1,1,1,-1.396999955
1828,19-029,Mid Reef,-19.0706,148.0774,1,1,1,-1.332999945
1829,19-103b,Holbourne Island Reef (No 2),-19.7291,148.3637,1,1,1,-0.140000001
1830,19-106,Middle Island Reef,-19.9884,148.3638,1,1,1,-0.003
1831,19-205a,Tideway Reef (No 1),-20.0102,149.7246,1,1,1,-0.437000006
1832,19-205b,Tideway Reef (No 2),-19.9975,149.755,1,1,1,-8.680000305
1833,19-205c,Tideway Reef (No 3),-19.9767,149.733,1,1,1,-1.355000019
1834,19-206,U/N Reef,-19.7096,150.0067,1,1,1,-0.873000026
1835,18-065,Havannah Reef,-18.843,146.5376,1,1,1,0.214000002
1836,18-066,Acheron Reef,-18.9638,146.6309,1,1,1,0.014
1837,18-067,Phillips Reef,-18.9762,146.6192,1,1,NA,NA
1838,18-068,Cordelia Rocks Reef,-18.9957,146.6848,1,1,1,0.481999993
1839,18-069a,Backnumbers Reef,-18.5088,147.1483,1,1,1,-1.014000058
1840,18-069b,Braggs Reef,-18.5473,147.1398,1,1,1,-1.598999977
1841,19-030,U/N Reef,-19.0812,148.2013,1,1,1,-3.582000017
1842,19-031,Crotan Reef,-19.0774,148.2311,1,1,1,-1.616000056
1843,19-032,U/N Reef,-19.0932,148.2468,1,1,1,-1.690999985
1844,19-033,U/N Reef,-19.0934,148.267,1,1,1,-5.181000233
1845,19-034,Tabias Reef,-19.0956,148.287,1,1,1,-1.518000007
1846,19-035,U/N Reef,-19.0831,148.4611,1,1,1,-8.784999847
1847,19-036,U/N Reef,-19.0961,148.3225,1,1,1,-3.471999884
1848,19-037,U/N Reef,-19.1044,148.3063,1,1,1,-4.867000103
1849,19-038a,Dingo Reef (No 1),-19.1944,148.2981,1,1,1,-1.271000028
1850,19-107,Seagull Reef,-19.524,148.979,1,1,1,-1.317999959
1851,19-108,U/N Reef,-19.5305,148.8815,1,1,1,-1.338999987
1852,19-109a,Fairey Reef (No 1),-19.5386,148.9434,1,1,1,-1.322999954
1853,19-109b,Fairey Reef (No 2),-19.5609,148.9358,1,1,1,-1.559999943
1854,19-207,Hyde Reef,-19.7562,150.0855,1,1,1,-0.395999998
1855,19-208,U/N Reef,-19.7859,150.1234,1,1,1,-0.904999971
1856,19-209,Rebe Reef,-19.7989,150.1529,1,1,1,-0.252000004
1857,19-210,U/N Reef,-19.8138,150.0976,1,1,1,-0.991999984
1858,18-070,Arc Reef,-18.497,147.4455,1,1,1,-1.774000049
1859,18-071,Glow Reef,-18.5281,147.4026,1,1,1,-1.718000054
1860,18-072,French Reef,-18.5467,147.2318,1,1,1,-8.38599968
1861,18-073,Hopkinson Reef,-18.5506,147.1928,1,1,1,-0.907999992
1862,18-074,Yankee Reef,-18.5613,147.4989,1,1,1,-1.343000054
1863,18-075,John Brewer Reef,-18.6311,147.053,1,1,1,-1.256000042
1864,18-076,Helix Reef,-18.6246,147.2984,1,1,1,-1.59800005
1865,18-077,Grub Reef,-18.6255,147.426,1,1,1,-1.45599997
1866,19-038b,Dingo Reef (No 2),-19.1707,148.3871,1,1,1,-1
1867,19-038c,Dingo Reef (No 3),-19.1453,148.2958,1,1,1,-1.590000033
1868,19-038d,Dingo Reef (No 4),-19.1113,148.3448,1,1,1,-1.687999964
1869,19-038e,Dingo Reef (No 5),-19.1205,148.3848,1,1,1,-1.488999963
1870,19-109c,Fairey Reef (No 3),-19.5787,148.9442,1,1,1,-1.419999957
1871,19-110,Rattray Reef,-19.9965,148.5547,1,1,1,-0.022
1872,19-111,U/N Reef,-19.5197,149.2216,1,1,1,-1.106999993
1873,19-112,U/N Reef,-19.5313,149.2309,1,1,1,-1.019999981
1874,19-113,U/N Reef,-19.528,149.0022,1,1,1,-0.324000001
1875,19-211,Wackett Reef,-19.823,150.0762,1,1,1,-0.609000027
1876,19-212,Oom Reef,-19.8283,150.1833,1,1,1,-0.884000003
1877,19-213,U/N Reef,-19.833,150.1008,1,1,1,-1.498999953
1878,19-214,Wyatt Earp Reef,-19.8657,150.2199,1,1,1,-0.349999994
1879,19-215a,Sharon Shoal (No 1),-19.8793,150.2878,1,1,1,-4.831999779
1880,19-215b,Sharon Shoal (No 2),-19.8658,150.2804,1,1,0,-12.24100018
1881,19-215c,Sharon Shoal (No 3),-19.8536,150.2971,1,1,NA,NA
1882,18-078,Lodestone Reef,-18.6902,147.1031,1,1,1,-0.933000028
1883,18-079,Keeper Reef,-18.7461,147.2683,1,1,1,-1.144000053
1884,18-080,Bowl Reef,-18.4994,147.5389,1,1,1,-0.360000014
1885,18-081,Knife Reef,-18.5764,147.5715,1,1,1,-1.04400003
1886,18-082,Cowboys Reef,-18.5816,147.8412,1,1,1,-5.78000021
1887,18-083,Fork Reef,-18.6083,147.5545,1,1,1,-1.059999943
1888,19-038f,Dingo Reef (No 6),-19.1384,148.4755,1,1,1,-1.25
1889,19-039,U/N Reef,-19.1219,148.1886,1,1,1,-1.675999999
1890,19-040,U/N Reef,-19.1315,148.1804,1,1,1,-1.741000056
1891,19-041,U/N Reef,-19.1831,148.1596,1,1,1,-1.768000007
1892,19-042,U/N Reef,-19.1955,148.0721,1,1,1,-2.569999933
1893,19-114,U/N Reef,-19.539,149.0437,1,1,1,-0.787
1894,19-115,U/N Reef,-19.5559,149.0392,1,1,0,-10.125
1895,19-116,Knuckle Reef,-19.534,149.2729,1,1,1,-1.113999963
1896,19-117,U/N Reef,-19.5321,149.3664,1,1,1,-0.842000008
1897,19-118a,U/N Reef,-19.5329,149.3953,1,1,1,-0.024
1898,19-118b,U/N Reef,-19.5377,149.3876,1,1,1,-6.84499979
1899,19-118c,U/N Reef,-19.516,149.3897,1,1,1,-8.168999672
1900,19-118d,U/N Reef,-19.5351,149.3912,1,1,1,-4.5
1901,19-215d,Sharon Shoal (No 4),-19.8708,150.3051,1,1,0,-11.54699993
1902,19-216,U/N Reef,-19.8892,150.2485,1,1,1,-0.472000003
1903,19-217,U/N Reef,-19.8934,150.293,1,1,1,-6.413000107
1904,19-218,Williams Reef,-19.9027,150.1626,1,1,1,-0.850000024
1905,19-219,Conder Reef,-19.9214,150.1999,1,1,1,-0.953999996
1906,18-084a,Cup Reef (North),-18.6074,147.6333,1,1,1,-1.465999961
1907,18-084b,Cup Reef (South),-18.6416,147.598,1,1,1,-1.695000052
1908,18-084c,Saucer Reef,-18.6578,147.615,1,1,1,-2.660000086
1909,18-085a,Spoon Reef (North),-18.6576,147.5657,1,1,1,-1.638000011
1910,18-085b,Spoon Reef (South),-18.6686,147.5639,1,1,1,-7.913000107
1911,18-086,Chicken Reef,-18.6465,147.7172,1,1,1,-0.947000027
1912,18-087,Anzac Reefs (No 1),-18.6939,147.8569,1,1,1,-6.032000065
1913,19-043,Darley Reef,-19.1969,148.1833,1,1,1,-0.995000005
1914,19-044,Faith Reef,-19.2787,148.3498,1,1,1,-1.315000057
1915,19-045,Stanley Reef,-19.2946,148.0796,1,1,1,-1.148000002
1916,19-118e,U/N Reef,-19.5435,149.3964,1,1,1,-7.205999851
1917,19-118f,U/N Reef,-19.5281,149.3978,1,1,1,-2.522000074
1918,19-119,U/N Reef,-19.5448,149.3754,1,1,1,-0.939999998
1919,19-120,Outlier Reef,-19.5473,149.3529,1,1,1,-0.700999975
1920,19-121,U/N Reef,-19.5483,149.4338,1,1,1,-3.092999935
1921,19-122,U/N Reef,-19.5789,149.2478,1,1,1,-1.514999986
1922,19-123,U/N Reef,-19.5886,149.2372,1,1,1,-1.243000031
1923,19-124,U/N Reef,-19.5712,149.4944,1,1,1,-5.456999779
1924,19-220,White Tip Reef,-19.9114,150.2711,1,1,1,-0.67900002
1925,19-221,Bond Reef,-19.9257,150.3138,1,1,1,-0.86500001
1926,19-222,Abott Reef,-19.9375,150.3311,1,1,1,-0.143000007
1927,19-223,U/N Reef,-19.9426,150.1787,1,1,1,-1.577000022
1928,19-224,U/N Reef,-19.9449,150.3348,1,1,1,-0.028999999
1929,19-225,U/N Reef,-19.9541,150.3492,1,1,1,-0.649999976
1930,19-226,Kerwin Reef,-19.9563,150.2074,1,1,1,-0.684000015
1931,18-088,Centipede Reef,-18.7218,147.5423,1,1,1,-1.470000029
1932,18-089,Anzac Reefs (No 2),-18.7208,147.889,1,1,1,-0.925999999
1933,18-090,Anzac Reefs (No 3),-18.7315,147.8416,1,1,1,-1.271000028
1934,18-091,Lynchs Reef,-18.7698,147.7084,1,1,1,-1.361999989
1935,18-092,Anzac Reefs (No 4),-18.7504,147.946,1,1,1,-2.990999937
1936,18-093,Anzac Reefs (No 5),-18.7646,147.9341,1,1,1,-1.037999988
1937,18-094,Anzac Reefs (No 6),-18.7741,147.8735,1,1,1,-1.279999971
1938,19-046,Hope Reef,-19.3216,148.4359,1,1,1,-1.210000038
1939,19-047,Charity Reef,-19.3669,148.338,1,1,1,-1.17900002
1940,19-048,Old Reef,-19.3834,148.0894,1,1,1,-0.994000018
1941,19-049,Lynx Reef,-19.0316,148.5639,1,1,1,-0.987999976
1942,19-050,Leopard Reef,-19.0864,148.6921,1,1,1,-1.345999956
1943,19-051,U/N Reef,-19.1125,148.6888,1,1,1,-1.286000013
1944,19-052,U/N Reef,-19.1193,148.9068,1,1,1,-1.355000019
1945,19-125,U/N Reef,-19.5892,149.4135,1,1,1,-7.157999992
1946,19-126,U/N Reef,-19.6451,149.4181,1,1,1,-0.939999998
1947,19-127,Block Reef,-19.6973,149.3737,1,1,1,-0.735000014
1948,19-128,Line Reef,-19.69,149.1835,1,1,1,-1.264000058
1949,19-129,U/N Reef,-19.7504,149.3028,1,1,1,-0.995000005
1950,20-608,U/N Reef,-20.0531,150.5905,1,1,0,-10.10599995
1951,20-609,U/N Reef,-20.1051,150.6053,1,1,1,-8.569999695
1952,20-610,U/N Reef,-20.0229,150.6121,1,1,0,-17.00099945
1953,20-611,U/N Reef,-20.1031,150.6127,1,1,0,-12.47500038
1954,20-612,U/N Reef,-20.0784,150.6154,1,1,1,-9.56400013
1955,20-613,U/N Reef,-20.1055,150.6215,1,1,1,-9.305999756
1956,20-614,U/N Reef,-20.1096,150.6338,1,1,1,-9.793999672
1957,20-615,U/N Reef,-20.0732,150.644,1,1,0,-12.10400009
1958,20-616,U/N Reef,-20.0916,150.6448,1,1,0,-14.22200012
1959,20-617,U/N Reef,-20.1433,150.6628,1,1,0,-11.09200001
1960,20-618,U/N Reef,-20.1553,150.6763,1,1,1,-9.118000031
1961,20-619,U/N Reef,-20.1411,150.6822,1,1,0,-14.29199982
1962,21-045,Hull Reef,-21.4655,149.8838,1,1,1,-0.238999993
1963,21-046,Elamang Reef,-21.4714,149.6643,1,1,1,1.072999954
1964,21-047,Still Reef,-21.4762,149.9247,1,1,1,-7.40500021
1965,21-048,Henderson Reef,-21.4816,149.9112,1,1,1,-0.030999999
1966,20-342,U/N Reef,-20.7679,150.9543,1,1,1,-1.06099999
1967,20-343,U/N Reef,-20.7688,150.9075,1,1,1,-1.452000022
1968,20-344,U/N Reef,-20.7804,150.8964,1,1,1,-1.77699995
1969,20-345,U/N Reef,-20.7983,150.8141,1,1,1,-1.370000005
1970,20-346,U/N Reef,-20.8062,150.8935,1,1,1,-1.215000033
1971,20-347,U/N Reef,-20.8635,150.9861,1,1,1,-1.388000011
1972,20-348,U/N Reef,-20.8871,150.9532,1,1,1,-1.292000055
1973,20-349,U/N Reef,-20.9046,150.6232,1,1,1,-1.511000037
1974,20-350,U/N Reef,-20.8321,151.0034,1,1,1,-1.575999975
1975,20-444,U/N Reef,-20.9209,152.1759,1,0,0,-12.62199974
1976,20-445,U/N Reef,-20.9163,152.2118,1,0,0,-20.23900032
1977,20-446,U/N Reef,-20.9204,152.2227,1,0,0,-16.86100006
1978,20-447,U/N Reef,-20.941,152.229,1,0,1,-8.619000435
1979,20-448,U/N Reef,-20.9223,152.2346,1,0,0,-21.06800079
1980,20-449,U/N Reef,-20.9252,152.2462,1,0,NA,NA
1981,20-450,U/N Reef,-20.9328,152.2585,1,0,0,-20.98200035
1982,20-451,U/N Reef,-20.9643,152.3273,1,0,1,-9.774999619
1983,20-620,U/N Reef,-20.0749,148.5447,1,1,1,-1.779999971
1984,20-621,U/N Reef,-20.0724,148.5542,1,1,1,-0.375999987
1985,20-622,U/N Reef,-20.094,148.5551,1,1,1,0.230000004
1986,20-624,U/N Reef,-20.2115,148.6651,1,1,1,-0.006
1987,21-049,Keelan Reef,-21.4895,149.9204,1,1,1,-0.045000002
1988,21-050,Noel Reef,-21.4941,149.8933,1,1,1,1.072999954
1989,21-051,Penn Reef,-21.4953,149.9297,1,1,1,-0.157000005
1990,21-052,Digby Reef,-21.4996,149.9135,1,1,1,-0.023
1991,20-351a,Pompey Reef (No 1),-20.9408,150.5352,1,1,1,-1.470000029
1992,20-351b,Pompey Reef (No 2),-20.9837,150.5285,1,1,1,-1.917999983
1993,20-351c,Pompey Reef (No 3),-21.0117,150.521,1,1,1,-1.547999978
1994,20-352,U/N Reef,-20.9522,150.659,1,1,1,-1.781999946
1995,20-353,U/N Reef,-20.9645,150.918,1,1,1,-1.730000019
1996,20-452,U/N Reef,-20.1842,150.5148,1,1,NA,NA
1997,20-453,U/N Reef,-20.3598,150.5562,1,1,1,-1.562999964
1998,20-454,U/N Reef,-20.3252,150.5597,1,1,1,-1.123000026
1999,20-455,U/N Reef,-20.3202,150.5626,1,1,1,-1.08099997
2000,20-456,U/N Reef,-20.4429,150.5777,1,1,1,-1.309999943
2001,20-457,U/N Reef,-20.2108,150.5852,1,1,0,-10.03199959
2002,20-458,U/N Reef,-20.4495,150.5898,1,1,1,-8.173000336
2003,20-459,U/N Reef,-20.3776,150.5948,1,1,1,-1.534000039
2004,20-460,U/N Reef,-20.587,150.6017,1,1,NA,NA
2005,20-626,U/N Reef,-20.1864,148.6743,1,1,1,-0.061000001
2006,20-628,U/N Reef,-20.2596,148.7758,1,1,1,0.002
2007,20-629,U/N Reef,-20.2757,148.7892,1,1,1,0.004
2008,21-053,Sandpiper Reef,-21.0259,150.0818,1,1,1,-0.860000014
2009,21-054,Prince Reef,-21.0655,150.2562,1,1,1,-1.43900001
2010,21-055,Alarm Reef,-21.1151,150.2389,1,1,1,-5.808000088
2011,21-056a,U/N Reef,-21.0512,150.5086,1,1,1,-2.029000044
2012,21-056b,U/N Reef,-21.079,150.4547,1,1,1,-1.302000046
2013,20-354,U/N Reef,-20.9731,150.952,1,1,1,-1.5
2014,20-355,U/N Reef,-20.5388,151.0149,1,1,0,-10.49300003
2015,20-356,U/N Reef,-20.5309,151.0876,1,1,NA,NA
2016,20-357,U/N Reef,-20.6192,151.0013,1,1,0,-12.48499966
2017,20-358,U/N Reef,-20.64,151.0318,1,1,1,-7.495999813
2018,20-359,U/N Reef,-20.6553,151.045,1,1,1,-8.354999542
2019,20-360,U/N Reef,-20.6788,151.0141,1,1,1,-5.400000095
2020,20-361,U/N Reef,-20.695,150.995,1,1,1,-0.89200002
2021,20-362,U/N Reef,-20.6852,151.0362,1,1,1,-7.413000107
2022,20-363,U/N Reef,-20.6695,151.0743,1,1,1,-4.712999821
2023,20-461,U/N Reef,-20.2727,150.606,1,1,NA,NA
2024,20-462,U/N Reef,-20.3274,150.6086,1,1,1,-1.799999952
2025,20-463,U/N Reef,-20.442,150.6302,1,1,1,-1.621999979
2026,20-464,U/N Reef,-20.3726,150.6315,1,1,1,-1.43900001
2027,20-465,U/N Reef,-20.3807,150.6326,1,1,1,-0.95599997
2028,20-466,U/N Reef,-20.2691,150.6353,1,1,1,-8.343999863
2029,20-467,U/N Reef,-20.3775,150.6361,1,1,1,-0.495999992
2030,20-468,U/N Reef,-20.2386,150.6374,1,1,0,-10.42399979
2031,20-469,U/N Reef,-20.4999,150.6504,1,1,1,-0.773999989
2032,20-470,U/N Reef,-20.471,150.6771,1,1,1,-0.727999985
2033,20-471,U/N Reef,-20.481,150.6786,1,1,1,-1.567000031
2034,20-630,U/N Reef,-20.2774,148.7973,1,1,1,-0.340000004
2035,20-631,U/N Reef,-20.3391,148.8199,1,1,1,-0.180999994
2036,20-636,U/N Reef,-20.4777,148.9004,1,1,1,0.238000005
2037,20-637,U/N Reef,-20.5042,148.9054,1,1,1,0.229000002
2038,21-056c,U/N Reef,-21.0568,150.4236,1,1,0,-13.48799992
2039,21-056d,U/N Reef,-21.0409,150.4896,1,1,0,-10.57999992
2040,21-057,U/N Reef,-21.123,150.4815,1,1,1,0.068999998
2041,21-058,Vernon Rocks Reef,-21.4678,150.3094,1,1,1,-0.388999999
2042,20-364,U/N Reef,-20.6931,151.0886,1,1,1,-7.051000118
2043,20-365,U/N Reef,-20.691,151.063,1,1,1,-4.739999771
2044,20-366,U/N Reef,-20.7171,151.111,1,1,1,-0.702000022
2045,20-367,U/N Reef,-20.7178,151.1536,1,1,1,-3.678999901
2046,20-368,U/N Reef,-20.7333,151.1513,1,1,NA,NA
2047,20-369a,Cockatoo Reef (No 1),-20.7413,151.0171,1,1,1,-0.398000002
2048,20-369b,Cockatoo Reef (No 2),-20.7026,150.9949,1,1,1,-1.302999973
2049,20-369c,Cockatoo Reef (No 3),-20.7185,151.0414,1,1,1,-1.174999952
2050,20-369d,Cockatoo Reef (No 4),-20.7247,151.0482,1,1,1,-1.493999958
2051,20-472,U/N Reef,-20.246,150.6809,1,1,0,-10.83100033
2052,20-473,U/N Reef,-20.4803,150.6901,1,1,1,-1.312999964
2053,20-474,U/N Reef,-20.4688,150.6932,1,1,1,-0.703999996
2054,20-475,U/N Reef,-20.1798,150.7,1,1,0,-12.38599968
2055,20-476,U/N Reef,-20.4668,150.7073,1,1,1,-1.356999993
2056,20-477,U/N Reef,-20.5283,150.7156,1,1,1,-1.118000031
2057,20-478,U/N Reef,-20.4694,150.7201,1,1,1,-1.021000028
2058,20-479,U/N Reef,-20.6263,150.7221,1,1,1,-9.220000267
2059,20-480,U/N Reef,-20.2291,150.7241,1,1,0,-12.09500027
2060,20-638,U/N Reef,-20.5346,148.9167,1,1,1,-0.056000002
2061,20-642,U/N Reef,-20.3205,148.9335,1,1,1,-2.051000118
2062,20-800,U/N Reef,-20.3069,149.9827,1,1,1,-1.697000027
2063,20-295,(Big) Stevens Reef,-20.5702,150.126,1,1,1,-0.825999975
2064,20-296,Liff Reef,-20.5156,150.2419,1,1,1,-1.171000004
2065,20-297,Creal Reef,-20.5342,150.3814,1,1,1,-0.148000002
2066,20-370a,Rip Reef,-20.806,151.0681,1,1,1,-0.833999991
2067,20-370b,U/N Reef,-20.8819,151.0578,1,1,1,-1.202000022
2068,20-371,U/N Reef,-20.8049,151.0873,1,1,1,-0.896000028
2069,20-372,U/N Reef,-20.7655,151.1979,1,1,1,-0.716000021
2070,20-373,U/N Reef,-20.7775,151.1971,1,1,1,-0.654999971
2071,20-374,Joe Baker Reef,-20.7995,151.1571,1,1,1,-0.275999993
2072,20-375,U/N Reef,-20.8166,151.0028,1,1,1,-1.378000021
2073,20-481,U/N Reef,-20.2186,150.7323,1,1,1,-9.684000015
2074,20-482,U/N Reef,-20.4655,150.7337,1,1,1,-1.026000023
2075,20-483,U/N Reef,-20.4247,150.737,1,1,1,-1.345000029
2076,20-484,U/N Reef,-20.2263,150.7375,1,1,0,-11.1420002
2077,20-485,U/N Reef,-20.4325,150.7377,1,1,1,-0.968999982
2078,20-486,U/N Reef,-20.3547,150.7464,1,1,1,-8.470999718
2079,20-487,U/N Reef,-20.4142,150.7474,1,1,1,-1.600999951
2080,20-488,U/N Reef,-20.4433,150.7556,1,1,1,-4.367000103
2081,20-489,U/N Reef,-20.4205,150.7607,1,1,1,-7.287000179
2082,20-490,U/N Reef,-20.4025,150.7641,1,1,1,-6.789999962
2083,20-803,Martin Islet Reef,-20.2857,149.0686,1,1,1,-0.059999999
2084,20-298,Warland Reef,-20.6018,150.3815,1,1,1,-1.286000013
2085,20-299a,U/N Reef,-20.6033,150.4344,1,1,1,-0.045000002
2086,20-299b,U/N Reef,-20.6443,150.3896,1,1,0,-11.23499966
2087,20-376,U/N Reef,-20.8688,151.1858,1,1,1,-1.527999997
2088,20-377,Olympic Reef,-20.8425,151.2294,1,1,1,-0.723999977
2089,20-378a,U/N Reef,-20.8684,151.248,1,1,1,-0.753000021
2090,20-378b,U/N Reef,-20.9286,151.2394,1,1,1,-1.248000026
2091,20-491,U/N Reef,-20.1585,150.7662,1,1,0,-13.39400005
2092,20-492,U/N Reef,-20.4039,150.7697,1,1,1,-8.727000237
2093,20-493,U/N Reef,-20.2029,150.7701,1,1,0,-11.125
2094,20-494,U/N Reef,-20.7009,150.7728,1,1,1,-2.138999939
2095,20-495,U/N Reef,-20.4565,150.7782,1,1,1,-2.84100008
2096,20-496,U/N Reef,-20.7052,150.7798,1,1,1,-1.208999991
2097,20-497,U/N Reef,-20.5759,150.7798,1,1,1,-1.284999967
2098,20-299c,Southampton Reef,-20.6489,150.4502,1,1,1,-0.91900003
2099,20-299d,Briggs Reef (No 1),-20.6841,150.4516,1,1,1,-2.08100009
2100,20-299e,Briggs Reef (No 2),-20.6759,150.4511,1,1,1,-2.269000053
2101,20-299f,Briggs Reef (No 3),-20.6847,150.4466,1,1,1,-4.043000221
2102,20-299g,Briggs Reef (No 4),-20.6894,150.4489,1,1,1,-4.222000122
2103,20-299h,U/N Reef,-20.6896,150.4567,1,1,1,-7.585000038
2104,20-299j,U/N Reef,-20.6906,150.4611,1,1,1,-8.819000244
2105,20-379,U/N Reef,-20.9011,151.1914,1,1,0,-18.72800064
2106,20-380,U/N Reef,-20.9151,151.0428,1,1,1,-1.937999964
2107,20-381,U/N Reef,-20.8399,151.3342,1,1,1,-0.874000013
2108,20-382,U/N Reef,-20.8857,151.3049,1,1,1,-0.423000008
2109,20-383,U/N Reef,-20.9314,151.2108,1,1,1,-1.656000018
2110,20-384,U/N Reef,-20.8948,151.206,1,1,NA,NA
2111,20-385,U/N Reef,-20.9424,151.3263,1,1,1,-0.619000018
2112,20-498,U/N Reef,-20.414,150.7826,1,1,1,-0.899999976
2113,20-499,U/N Reef,-20.2037,150.7971,1,1,0,-15.18400002
2114,20-500,U/N Reef,-20.5606,150.7983,1,1,1,-7.956999779
2115,20-501,U/N Reef,-20.3007,150.8034,1,1,1,-9.696000099
2116,20-502,U/N Reef,-20.5908,150.8419,1,1,1,-1.251000047
2117,20-503,U/N Reef,-20.2476,150.8419,1,1,NA,NA
2118,20-504,U/N Reef,-20.2631,150.8516,1,1,0,-21.41699982
2119,20-505,U/N Reef,-20.5936,150.8756,1,1,1,-1.172000051
2120,20-506,U/N Reef,-20.5836,150.879,1,1,1,-4.071000099
2121,20-826,U/N Reef,-20.3676,148.9647,1,1,1,-2.839999914
2122,20-827,U/N Reef,-20.3692,148.9631,1,1,1,-3.931999922
2123,20-830,U/N Reef,-20.485,148.8916,1,1,1,-1.277999997
2124,20-300,U/N Reef,-20.6342,150.4658,1,1,1,-1.644999981
2125,20-301a,Cole Reefs (No2),-20.6813,150.2307,1,1,1,-1.827999949
2126,20-301b,Cole Reefs (No3),-20.6551,150.2871,1,1,1,-1.251999974
2127,20-302,Cole Reefs (No1),-20.7009,150.1861,1,1,1,-1.47300005
2128,20-303,U/N Reef,-20.6836,150.4153,1,1,1,-7.875
2129,20-386,U/N Reef,-20.9602,151.1835,1,1,1,-1.965999961
2130,20-387,U/N Reef,-20.9701,151.2467,1,1,1,-1.552999973
2131,20-388a,U/N Reef,-20.9594,151.3562,1,1,1,-1.238000035
2132,20-388b,U/N Reef,-21.0122,151.3449,1,1,1,-1.332000017
2133,20-388c,U/N Reef,-20.9841,151.3388,1,1,1,-1.302999973
2134,20-389,Neville Coleman Reef,-20.9661,151.4034,1,1,1,-0.791000009
2135,20-390,U/N Reef,-20.9856,151.3027,1,1,1,-1.883000016
2136,20-507,U/N Reef,-20.3035,150.8793,1,1,0,-12.20100021
2137,20-508,U/N Reef,-20.6483,150.8907,1,1,1,-1.486999989
2138,20-509,U/N Reef,-20.6271,150.8921,1,1,1,-1.024999976
2139,20-510,U/N Reef,-20.6337,150.8925,1,1,1,-1.315999985
2140,20-198,U/N Reef,-20.4373,150.894,1,1,NA,NA
2141,20-512,U/N Reef,-20.5724,150.8944,1,1,0,-14.72399998
2142,20-513,U/N Reef,-20.6404,150.8988,1,1,1,-0.95599997
2143,20-854,U/N Reef,-20.0498,149.9417,1,1,NA,NA
2144,21-002,Oom Shoal,-21.0543,149.3038,1,1,0,-10.17700005
2145,21-004,NA,-21.0972,149.2435,0,1,NA,NA
2146,21-005a,Downward Patches (No 1),-21.1258,149.2912,1,1,NA,NA
2147,20-304,McIntyre Reef,-20.7171,150.4682,1,1,1,-0.737999976
2148,20-305,Goble Reefs (East),-20.7817,150.4846,1,1,1,-0.902999997
2149,20-306,Goble Reefs (West),-20.8046,150.4538,1,1,1,-1.675999999
2150,20-307,Chauvel Reefs (North),-20.8185,150.3761,1,1,1,-1.14199996
2151,20-391,U/N Reef,-20.9913,151.4777,1,1,1,-0.545000017
2152,20-392,U/N Reef,-20.8886,151.969,1,0,1,-0.486000001
2153,20-393,U/N Reef,-20.9304,152.1796,1,0,1,-0.816999972
2154,20-394,U/N Reef,-20.9454,152.0721,1,0,1,-0.759000003
2155,20-395,U/N Reef,-20.9615,152.2515,1,0,1,-0.829999983
2156,20-396,Newell Reef,-20.9672,152.2785,1,0,1,-0.774999976
2157,20-514,U/N Reef,-20.6641,150.8995,1,1,1,-6.209000111
2158,20-515,U/N Reef,-20.6577,150.9002,1,1,1,-1.302999973
2159,20-516,U/N Reef,-20.6491,150.9007,1,1,1,-1.141000032
2160,20-517,U/N Reef,-20.6864,150.9089,1,1,0,-12.30700016
2161,20-518,U/N Reef,-20.6484,150.9106,1,1,1,-1.501000047
2162,20-519,U/N Reef,-20.6439,150.9137,1,1,1,-1.45599997
2163,20-520,U/N Reef,-20.8318,150.9282,1,1,1,-9.652999878
2164,20-521,U/N Reef,-20.3688,150.9331,1,1,NA,NA
2165,20-522,U/N Reef,-20.4428,150.9485,1,1,0,-16.94099998
